app,id,title,rating,num_reviews,genre,family_genre,updated,released,offersiap,frameworks,permissions,trackersettings,Google Firebase,AdID,CalendarRead,CalendarWrite,ContactsRead,ContactsWrite,Bluetooth,Calendar,Camera,Contacts,Location,Microphone,Motion,Analytics
com.carfax.ConsumerApp,479267592,CARFAX - Shop New & Used Cars,4.8,240094,Shopping,4+,2023-11-21,2011-11-15,FALSE,"['Accelerate', 'CoreServices', 'Foundation', 'SystemConfiguration', 'CFNetwork', 'IOKit', 'Security', 'CoreFoundation', 'IOSurface', 'CoreTelephony', 'WebKit', 'CoreAudio', 'CoreGraphics', 'CoreText', 'ImageIO', 'Metal', 'Contacts', 'MobileCoreServices', 'PDFKit', 'UIKit', 'JavaScriptCore', 'QuartzCore', 'MediaAccessibility', 'CoreVideo', 'MetalPerformanceShaders', 'OpenGLES', 'VideoToolbox', 'CoreMedia', 'NetworkExtension', 'CoreImage', 'AudioToolbox', 'CoreMIDI', 'Network', 'LocalAuthentication', 'Accounts', 'CoreData', 'ClassKit', 'CloudKit', 'QuickLookThumbnailing', 'FileProvider', 'CoreLocation', 'PushKit', 'CoreBluetooth', 'Intents', 'CoreSpotlight', 'MediaToolbox', 'UserNotifications', 'NaturalLanguage', 'CoreML', 'StoreKit', 'CryptoKit', 'AVFoundation', 'CoreMotion', 'Combine', 'AdSupport', 'SafariServices', 'AuthenticationServices', 'ContactsUI', 'PencilKit', 'MediaPlayer', 'MapKit', 'CallKit', 'MetalKit', 'LinkPresentation', 'AVKit', 'ExternalAccessory', 'Vision', 'VideoSubscriberAccount', 'CarPlay', 'MetricKit', 'PhotosUI', 'Social', 'Photos', 'SwiftUI', 'AssetsLibrary', 'QuickLook']","['CameraUsage', 'LocationWhenInUseUsage', 'MicrophoneUsage', 'PhotoLibraryUsage', 'UserTrackingUsage']",[],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
com.autozone.mobileapp,375381161,AutoZone - Auto Parts & Repair,4.8,114877,Shopping,4+,2023-11-17,2010-06-04,FALSE,"['AVFoundation', 'Foundation', 'AudioToolbox', 'Accelerate', 'CoreFoundation', 'CFNetwork', 'IOKit', 'Security', 'SystemConfiguration', 'IOSurface', 'CoreMIDI', 'CoreServices', 'CoreGraphics', 'ImageIO', 'Metal', 'CoreText', 'MediaAccessibility', 'MobileCoreServices', 'CoreMedia', 'CoreAudio', 'QuartzCore', 'CoreVideo', 'MetalPerformanceShaders', 'OpenGLES', 'MediaToolbox', 'VideoToolbox', 'CoreImage', 'CoreTelephony', 'CoreMotion', 'Accounts', 'CoreData', 'CoreLocation', 'CoreBluetooth', 'MessageUI', 'ContactsUI', 'Intents', 'PDFKit', 'PencilKit', 'WebKit', 'VisionKit', 'Photos', 'Contacts', 'CoreSpotlight', 'UIKit', 'FileProvider', 'Network', 'PushKit', 'UserNotifications', 'JavaScriptCore', 'NetworkExtension', 'ClassKit', 'CloudKit', 'QuickLookThumbnailing', 'LocalAuthentication', 'GSS', 'CallKit', 'EventKit', 'CoreML', 'NaturalLanguage', 'MetalKit', 'Combine', 'Vision', 'SwiftUI', 'MediaPlayer', 'StoreKit', 'CryptoKit', 'GameKit', 'SpriteKit', 'SceneKit', 'GameplayKit', 'GameController', 'ModelIO', 'ReplayKit', 'GLKit', 'OpenAL', 'Messages', 'AVKit', 'ARKit', 'LinkPresentation', 'AddressBook', 'CarPlay', 'QuickLook', 'PhotosUI', 'IntentsUI', 'ExternalAccessory', 'MapKit', 'Social', 'AssetsLibrary', 'SafariServices', 'AuthenticationServices', 'VideoSubscriberAccount', 'EventKitUI', 'HealthKit', 'PassKit', 'DeviceCheck']","['CameraUsage', 'LocationAlwaysAndWhenInUseUsage', 'LocationAlwaysUsage', 'LocationWhenInUseUsage', 'PhotoLibraryUsage']",[],FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
com.pointabout.cars,353263352,Cars.com - New & Used Cars,4.8,517262,Shopping,4+,2023-11-13,2010-02-03,FALSE,"['AVFoundation', 'Foundation', 'AudioToolbox', 'Accelerate', 'CoreFoundation', 'CFNetwork', 'IOKit', 'Security', 'SystemConfiguration', 'IOSurface', 'CoreMIDI', 'CoreServices', 'CoreGraphics', 'ImageIO', 'Metal', 'CoreText', 'MediaAccessibility', 'MobileCoreServices', 'CoreMedia', 'CoreAudio', 'QuartzCore', 'CoreVideo', 'MetalPerformanceShaders', 'OpenGLES', 'MediaToolbox', 'VideoToolbox', 'CoreImage', 'CoreTelephony', 'CoreMotion', 'Accounts', 'CoreData', 'AdSupport', 'UserNotifications', 'Combine', 'FileProvider', 'UIKit', 'Network', 'PushKit', 'JavaScriptCore', 'NetworkExtension', 'NaturalLanguage', 'CoreML', 'CloudKit', 'Intents', 'CoreLocation', 'LocalAuthentication', 'CoreBluetooth', 'SafariServices', 'AuthenticationServices', 'QuickLookThumbnailing', 'ContactsUI', 'PencilKit', 'MediaPlayer', 'MapKit', 'Contacts', 'WebKit', 'CoreSpotlight', 'ClassKit', 'CallKit', 'PDFKit', 'MetalKit', 'LinkPresentation', 'AVKit', 'ExternalAccessory', 'Vision', 'VideoSubscriberAccount', 'QuickLook', 'StoreKit', 'CryptoKit', 'MessageUI', 'VisionKit', 'Photos', 'GSS', 'EventKit', 'MetricKit', 'SwiftUI', 'CarPlay', 'iAd', 'PhotosUI', 'Social', 'AssetsLibrary']","['LocationAlwaysAndWhenInUseUsage', 'LocationWhenInUseUsage', 'PhotoLibraryUsage', 'UserTrackingUsage']",[],TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
com.chevron.cwt,1450978468,Chevron,4.9,107135,Travel,17+,2023-11-09,2019-04-23,FALSE,"['AVFoundation', 'Foundation', 'AudioToolbox', 'Accelerate', 'CoreFoundation', 'CFNetwork', 'IOKit', 'Security', 'SystemConfiguration', 'IOSurface', 'CoreMIDI', 'CoreServices', 'CoreGraphics', 'ImageIO', 'Metal', 'CoreText', 'MediaAccessibility', 'MobileCoreServices', 'CoreMedia', 'CoreAudio', 'QuartzCore', 'CoreVideo', 'MetalPerformanceShaders', 'OpenGLES', 'MediaToolbox', 'VideoToolbox', 'CoreImage', 'CoreTelephony', 'CoreMotion', 'Accounts', 'CoreData', 'AdSupport', 'UserNotifications', 'Combine', 'FileProvider', 'UIKit', 'Network', 'PushKit', 'JavaScriptCore', 'NetworkExtension', 'NaturalLanguage', 'CoreML', 'CloudKit', 'Intents', 'CoreLocation', 'LocalAuthentication', 'CoreBluetooth', 'AuthenticationServices', 'CallKit', 'WebKit', 'Contacts', 'PDFKit', 'ClassKit', 'QuickLookThumbnailing', 'CoreSpotlight', 'MessageUI', 'ContactsUI', 'PencilKit', 'VisionKit', 'Photos', 'GSS', 'EventKit', 'MetalKit', 'Vision', 'MapKit', 'ExternalAccessory', 'iAd', 'StoreKit', 'AVKit', 'CryptoKit', 'SafariServices', 'MediaPlayer', 'LinkPresentation', 'VideoSubscriberAccount', 'CarPlay', 'DeviceCheck', 'MetricKit', 'PassKit', 'AddressBook', 'Messages', 'QuickLook', 'PhotosUI', 'IntentsUI', 'SwiftUI', 'Social', 'AssetsLibrary', 'EventKitUI', 'GLKit', 'SceneKit', 'ModelIO', 'WatchConnectivity']","['AppleMusicUsage', 'BluetoothAlwaysUsage', 'BluetoothPeripheralUsage', 'CameraUsage', 'ContactsUsage', 'FaceIDUsage', 'LocationAlwaysAndWhenInUseUsage', 'LocationAlwaysUsage', 'LocationWhenInUseUsage', 'PhotoLibraryUsage', 'UserTrackingUsage']",[],TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
us.parkmobile.ParkMobile,365399299,ParkMobile: Park. Pay. Go.,4.8,1259666,Navigation,4+,2023-11-09,2010-04-04,FALSE,"['CFNetwork', 'CoreFoundation', 'IOKit', 'Security', 'SystemConfiguration', 'Foundation', 'IOSurface', 'MobileCoreServices', 'CoreServices', 'Combine', 'CoreGraphics', 'Accelerate', 'FileProvider', 'Accounts', 'CoreData', 'ImageIO', 'Metal', 'CoreTelephony', 'CoreImage', 'CoreVideo', 'CoreText', 'OpenGLES', 'CoreMedia', 'VideoToolbox', 'MetalPerformanceShaders', 'MediaAccessibility', 'CoreAudio', 'CoreMIDI', 'QuartzCore', 'UIKit', 'Network', 'PushKit', 'MediaToolbox', 'UserNotifications', 'JavaScriptCore', 'NetworkExtension', 'AudioToolbox', 'NaturalLanguage', 'CoreMotion', 'CoreML', 'AVFoundation', 'CloudKit', 'Intents', 'CoreLocation', 'LocalAuthentication', 'CoreBluetooth', 'WebKit', 'Contacts', 'PDFKit', 'ClassKit', 'QuickLookThumbnailing', 'CoreSpotlight', 'iAd', 'StoreKit', 'AVKit', 'CryptoKit', 'AdSupport', 'AddressBook', 'GLKit', 'SafariServices', 'AuthenticationServices', 'ContactsUI', 'PencilKit', 'MediaPlayer', 'MapKit', 'CallKit', 'MetalKit', 'LinkPresentation', 'ExternalAccessory', 'Vision', 'VideoSubscriberAccount', 'MessageUI', 'VisionKit', 'Photos', 'GSS', 'EventKit', 'PhotosUI', 'Social', 'SwiftUI', 'AssetsLibrary', 'QuickLook', 'PassKit', 'Messages', 'CarPlay', 'IntentsUI', 'EventKitUI', 'SceneKit', 'ModelIO', 'BackgroundTasks']","['CalendarsUsage', 'CameraUsage', 'ContactsUsage', 'FaceIDUsage', 'LocationAlwaysAndWhenInUseUsage', 'LocationAlwaysUsage', 'LocationWhenInUseUsage', 'MicrophoneUsage', 'PhotoLibraryUsage']",[],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
com.tohsoft.app.weather.weatherproplus,1125320042,Weather - Weather forecast,4.2,1787,Weather,4+,2023-11-16,2016-07-10,TRUE,"['AVFoundation', 'Foundation', 'AudioToolbox', 'Accelerate', 'CoreFoundation', 'CFNetwork', 'IOKit', 'Security', 'SystemConfiguration', 'IOSurface', 'CoreMIDI', 'CoreServices', 'CoreGraphics', 'ImageIO', 'Metal', 'CoreText', 'MediaAccessibility', 'MobileCoreServices', 'CoreMedia', 'CoreAudio', 'QuartzCore', 'CoreVideo', 'MetalPerformanceShaders', 'OpenGLES', 'MediaToolbox', 'VideoToolbox', 'CoreImage', 'CoreTelephony', 'CoreMotion', 'Accounts', 'CoreData', 'UIKit', 'FileProvider', 'Network', 'PushKit', 'UserNotifications', 'JavaScriptCore', 'NetworkExtension', 'Combine', 'NaturalLanguage', 'CoreML', 'CloudKit', 'Intents', 'CoreLocation', 'LocalAuthentication', 'CoreBluetooth', 'MediaPlayer', 'MessageUI', 'ContactsUI', 'PDFKit', 'PencilKit', 'WebKit', 'VisionKit', 'Photos', 'Contacts', 'CoreSpotlight', 'ClassKit', 'QuickLookThumbnailing', 'GSS', 'CallKit', 'EventKit', 'MetalKit', 'Vision', 'StoreKit', 'CryptoKit', 'AdSupport', 'SafariServices', 'AuthenticationServices', 'MapKit', 'LinkPresentation', 'AVKit', 'ExternalAccessory', 'VideoSubscriberAccount']","['LocationAlwaysAndWhenInUseUsage', 'LocationAlwaysUsage', 'LocationWhenInUseUsage', 'UserTrackingUsage']",[],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
com.weather.TWC,295646461,Weather - The Weather Channel,4.7,3708600,Weather,4+,2023-07-31,2008-11-09,TRUE,"['AVFoundation', 'Foundation', 'AudioToolbox', 'Accelerate', 'CoreFoundation', 'CFNetwork', 'IOKit', 'Security', 'SystemConfiguration', 'IOSurface', 'CoreMIDI', 'CoreServices', 'CoreGraphics', 'ImageIO', 'Metal', 'CoreText', 'MediaAccessibility', 'MobileCoreServices', 'CoreMedia', 'CoreAudio', 'QuartzCore', 'CoreVideo', 'MetalPerformanceShaders', 'OpenGLES', 'MediaToolbox', 'VideoToolbox', 'CoreImage', 'CoreTelephony', 'CoreMotion', 'Accounts', 'CoreData', 'AdSupport', 'UserNotifications', 'Combine', 'FileProvider', 'UIKit', 'Network', 'PushKit', 'JavaScriptCore', 'NetworkExtension', 'NaturalLanguage', 'CoreML', 'CloudKit', 'Intents', 'CoreLocation', 'LocalAuthentication', 'CoreBluetooth', 'CryptoKit', 'StoreKit', 'CoreSpotlight', 'WebKit', 'Contacts', 'PDFKit', 'ClassKit', 'QuickLookThumbnailing', 'QuickLook', 'MediaPlayer', 'AVKit', 'Vision', 'MessageUI', 'ContactsUI', 'PencilKit', 'VisionKit', 'Photos', 'GSS', 'CallKit', 'EventKit', 'MetalKit', 'MetricKit', 'GLKit', 'SafariServices', 'AuthenticationServices', 'MapKit', 'LinkPresentation', 'ExternalAccessory', 'VideoSubscriberAccount', 'WatchConnectivity', 'iAd', 'GameKit', 'SpriteKit', 'SceneKit', 'GameplayKit', 'GameController', 'ModelIO', 'ReplayKit', 'OpenAL', 'Messages', 'ARKit', 'AddressBook', 'CarPlay', 'PhotosUI', 'IntentsUI', 'SwiftUI', 'Social', 'AssetsLibrary', 'EventKitUI', 'HealthKit']","['InWebContent', 'BluetoothPeripheralUsage', 'CalendarsUsage', 'FaceIDUsage', 'LocationAlwaysAndWhenInUseUsage', 'LocationAlwaysUsage', 'LocationUsage', 'LocationWhenInUseUsage', 'MotionUsage', 'PhotoLibraryAddUsage', 'PhotoLibraryUsage', 'UserTrackingUsage', 'WidgetWantsLocation']",[],TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
deluxeware.Weather,1371461117,WEATHER NOW daily forecast app,4.7,16784,Weather,4+,2023-11-20,2018-07-07,TRUE,"['AVFoundation', 'Foundation', 'AudioToolbox', 'Accelerate', 'CoreFoundation', 'CFNetwork', 'IOKit', 'Security', 'SystemConfiguration', 'IOSurface', 'CoreMIDI', 'CoreServices', 'CoreGraphics', 'ImageIO', 'Metal', 'CoreText', 'MediaAccessibility', 'MobileCoreServices', 'CoreMedia', 'CoreAudio', 'QuartzCore', 'CoreVideo', 'MetalPerformanceShaders', 'OpenGLES', 'MediaToolbox', 'VideoToolbox', 'CoreImage', 'CoreTelephony', 'CoreMotion', 'Accounts', 'CoreData', 'AdSupport', 'UserNotifications', 'UIKit', 'FileProvider', 'Network', 'PushKit', 'JavaScriptCore', 'NetworkExtension', 'Combine', 'NaturalLanguage', 'CoreML', 'CloudKit', 'Intents', 'CoreLocation', 'LocalAuthentication', 'CoreBluetooth', 'SwiftUI', 'Vision', 'Contacts', 'ClassKit', 'QuickLookThumbnailing', 'CoreSpotlight', 'MetalKit', 'ModelIO', 'MetricKit', 'MediaPlayer', 'MessageUI', 'ContactsUI', 'PDFKit', 'PencilKit', 'WebKit', 'VisionKit', 'Photos', 'GSS', 'CallKit', 'EventKit', 'StoreKit', 'CryptoKit', 'iAd', 'AVKit', 'SafariServices', 'AuthenticationServices', 'MapKit', 'LinkPresentation', 'ExternalAccessory', 'VideoSubscriberAccount', 'SceneKit', 'GLKit', 'WatchConnectivity', 'EventKitUI']","['BluetoothAlwaysUsage', 'BluetoothPeripheralUsage', 'LocationAlwaysAndWhenInUseUsage', 'LocationAlwaysUsage', 'LocationWhenInUseUsage', 'UserTrackingUsage']",[],TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Com.BeeApp.MapWeather,1449693594,Weather Radar-weather widget,3.9,285,Weather,4+,2022-09-22,2019-02-01,TRUE,"['Foundation', 'CoreFoundation', 'CFNetwork', 'IOKit', 'Security', 'SystemConfiguration', 'IOSurface', 'CoreGraphics', 'Accelerate', 'MobileCoreServices', 'CoreServices', 'UIKit', 'FileProvider', 'ImageIO', 'QuartzCore', 'Network', 'CoreImage', 'CoreText', 'PushKit', 'OpenGLES', 'MediaToolbox', 'UserNotifications', 'MediaAccessibility', 'Metal', 'CoreVideo', 'MetalPerformanceShaders', 'CoreMedia', 'VideoToolbox', 'CoreAudio', 'CoreMIDI', 'JavaScriptCore', 'NetworkExtension', 'AudioToolbox', 'CoreTelephony', 'Accounts', 'CoreData', 'WebKit', 'Contacts', 'PDFKit', 'LocalAuthentication', 'ClassKit', 'CloudKit', 'QuickLookThumbnailing', 'CoreLocation', 'CoreBluetooth', 'Intents', 'CoreSpotlight', 'NaturalLanguage', 'CoreML', 'AVFoundation', 'CoreMotion', 'AVKit', 'AdSupport', 'Combine', 'StoreKit', 'CryptoKit', 'EventKit', 'MediaPlayer', 'MessageUI', 'ContactsUI', 'PencilKit', 'VisionKit', 'Photos', 'GSS', 'CallKit', 'MetalKit', 'Vision', 'QuickLook', 'MapKit', 'ExternalAccessory', 'SafariServices', 'AuthenticationServices', 'LinkPresentation', 'VideoSubscriberAccount', 'iAd', 'GameplayKit', 'SpriteKit', 'SceneKit', 'GLKit', 'OpenAL', 'ModelIO']","['LocationWhenInUseUsage', 'LocationAlwaysAndWhenInUseUsage', 'LocationAlwaysUsage' ]",[],TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
com.apalonapps.wlf,749083919,Weather Live° - Local Forecast,4.6,389141,Weather,4+,2023-11-22,2013-11-26,TRUE,"['AVFoundation', 'Foundation', 'AudioToolbox', 'CoreFoundation', 'CFNetwork', 'Security', 'SystemConfiguration', 'CoreGraphics', 'MobileCoreServices', 'CoreMedia', 'CoreAudio', 'QuartzCore', 'CoreVideo', 'CoreTelephony', 'CoreMotion', 'CoreData', 'AdSupport', 'JavaScriptCore', 'StoreKit', 'UIKit', 'WebKit', 'SafariServices', 'MediaPlayer', 'MessageUI']","['BluetoothAlwaysUsage', 'BluetoothPeripheralUsage', 'CalendarsUsage', 'LocationAlwaysAndWhenInUseUsage', 'LocationAlwaysUsage', 'LocationWhenInUseUsage', 'MotionUsage', 'PhotoLibraryAddUsage', 'PhotoLibraryUsage', 'UserTrackingUsage']",[],TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
com.dreamgames.royalmatch,1482155847,Royal Match,4.7,1857579,Games,4+,2023-11-13,2021-02-25,TRUE,"['Accelerate', 'Foundation', 'CoreFoundation', 'CFNetwork', 'IOKit', 'Security', 'SystemConfiguration', 'IOSurface', 'SafariServices', 'AuthenticationServices', 'QuickLookThumbnailing', 'ContactsUI', 'PencilKit', 'AVFoundation', 'MediaPlayer', 'MapKit', 'CoreLocation', 'LocalAuthentication', 'Contacts', 'CoreServices', 'JavaScriptCore', 'CoreTelephony', 'CoreText', 'QuartzCore', 'CoreGraphics', 'WebKit', 'UIKit', 'FileProvider', 'Intents', 'CoreSpotlight', 'Accounts', 'CoreData', 'ImageIO', 'Metal', 'CoreBluetooth', 'MobileCoreServices', 'MediaAccessibility', 'ClassKit', 'CloudKit', 'PushKit', 'Network', 'CoreImage', 'CoreVideo', 'MetalPerformanceShaders', 'OpenGLES', 'CoreMedia', 'VideoToolbox', 'CoreAudio', 'CoreMIDI', 'CallKit', 'MediaToolbox', 'UserNotifications', 'NetworkExtension', 'AudioToolbox', 'PDFKit', 'NaturalLanguage', 'CoreML', 'CoreMotion', 'Combine', 'MetalKit', 'LinkPresentation', 'AVKit', 'ExternalAccessory', 'Vision', 'VideoSubscriberAccount', 'AdSupport', 'StoreKit', 'CryptoKit', 'Photos', 'Social', 'AssetsLibrary', 'DeviceCheck', 'MetricKit', 'OpenAL', 'QuickLook', 'BackgroundTasks', 'GameController', 'ReplayKit', 'HealthKit', 'EventKit', 'GSS', 'GameKit', 'SpriteKit', 'SceneKit', 'GameplayKit', 'ModelIO', 'GLKit', 'Messages', 'ARKit', 'AddressBook', 'CarPlay', 'PhotosUI', 'MessageUI', 'IntentsUI', 'SwiftUI', 'VisionKit', 'EventKitUI']","['InWebContent', 'LocationAlwaysUsage', 'LocationWhenInUseUsage', 'PhotoLibraryUsage', 'UserTrackingUsage']",[],TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
com.vottzapps.wordle,1095569891,Wordle!,4.6,667234,Games,12+,2023-11-22,2016-04-24,TRUE,"['AVFoundation', 'Foundation', 'AudioToolbox', 'Accelerate', 'CoreFoundation', 'CFNetwork', 'IOKit', 'Security', 'SystemConfiguration', 'IOSurface', 'CoreMIDI', 'CoreServices', 'CoreGraphics', 'ImageIO', 'Metal', 'CoreText', 'MediaAccessibility', 'MobileCoreServices', 'CoreMedia', 'CoreAudio', 'QuartzCore', 'CoreVideo', 'MetalPerformanceShaders', 'OpenGLES', 'MediaToolbox', 'VideoToolbox', 'CoreImage', 'CoreTelephony', 'CoreMotion', 'Accounts', 'CoreData', 'AdSupport', 'UserNotifications', 'SafariServices', 'AuthenticationServices', 'QuickLookThumbnailing', 'ContactsUI', 'PencilKit', 'MediaPlayer', 'MapKit', 'CoreLocation', 'LocalAuthentication', 'Contacts', 'JavaScriptCore', 'WebKit', 'UIKit', 'FileProvider', 'Intents', 'CoreSpotlight', 'CoreBluetooth', 'ClassKit', 'CloudKit', 'PushKit', 'Network', 'CallKit', 'NetworkExtension', 'PDFKit', 'NaturalLanguage', 'CoreML', 'Combine', 'MetalKit', 'LinkPresentation', 'AVKit', 'ExternalAccessory', 'Vision', 'VideoSubscriberAccount', 'StoreKit', 'CryptoKit', 'Photos', 'Social', 'AssetsLibrary', 'MetricKit', 'MessageUI', 'VisionKit', 'GSS', 'EventKit', 'DeviceCheck', 'OpenAL', 'GameController', 'ReplayKit', 'HealthKit']","['InWebContent', 'CalendarsUsage', 'LocationWhenInUseUsage', 'PhotoLibraryAddUsage', 'PhotoLibraryUsage', 'UserTrackingUsage']",[],TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
com.longhorn.countmasterevo,1613908087,Crowd Evolution!,4.3,76931,Games,12+,2023-11-22,2022-03-27,TRUE,"['AVFoundation', 'Foundation', 'AudioToolbox', 'Accelerate', 'CoreFoundation', 'CFNetwork', 'IOKit', 'Security', 'SystemConfiguration', 'IOSurface', 'CoreMIDI', 'CoreServices', 'CoreGraphics', 'ImageIO', 'Metal', 'CoreText', 'MediaAccessibility', 'MobileCoreServices', 'CoreMedia', 'CoreAudio', 'QuartzCore', 'CoreVideo', 'MetalPerformanceShaders', 'OpenGLES', 'MediaToolbox', 'VideoToolbox', 'CoreImage', 'CoreTelephony', 'CoreMotion', 'Accounts', 'CoreData', 'AdSupport', 'UserNotifications', 'SafariServices', 'AuthenticationServices', 'QuickLookThumbnailing', 'ContactsUI', 'PencilKit', 'MediaPlayer', 'MapKit', 'CoreLocation', 'LocalAuthentication', 'Contacts', 'JavaScriptCore', 'WebKit', 'UIKit', 'FileProvider', 'Intents', 'CoreSpotlight', 'CoreBluetooth', 'ClassKit', 'CloudKit', 'PushKit', 'Network', 'CallKit', 'NetworkExtension', 'PDFKit', 'NaturalLanguage', 'CoreML', 'Combine', 'MetalKit', 'LinkPresentation', 'AVKit', 'ExternalAccessory', 'Vision', 'VideoSubscriberAccount', 'StoreKit', 'CryptoKit', 'Photos', 'Social', 'AssetsLibrary', 'MessageUI', 'VisionKit', 'GSS', 'EventKit', 'SwiftUI', 'DeviceCheck', 'OpenAL', 'GameController', 'ReplayKit', 'HealthKit', 'MetricKit']","['InWebContent', 'CalendarsUsage', 'LocationWhenInUseUsage', 'UserTrackingUsage']",[],TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
com.adengames.weaponcraftrun,1672925980,Weapon Craft Run,4.4,37937,Games,12+,2023-11-18,2023-03-12,TRUE,"['AVFoundation', 'Foundation', 'AudioToolbox', 'Accelerate', 'CoreFoundation', 'CFNetwork', 'IOKit', 'Security', 'SystemConfiguration', 'IOSurface', 'CoreMIDI', 'CoreServices', 'CoreGraphics', 'ImageIO', 'Metal', 'CoreText', 'MediaAccessibility', 'MobileCoreServices', 'CoreMedia', 'CoreAudio', 'QuartzCore', 'CoreVideo', 'MetalPerformanceShaders', 'OpenGLES', 'MediaToolbox', 'VideoToolbox', 'CoreImage', 'CoreTelephony', 'CoreMotion', 'Accounts', 'CoreData', 'AdSupport', 'UserNotifications', 'SafariServices', 'AuthenticationServices', 'QuickLookThumbnailing', 'ContactsUI', 'PencilKit', 'MediaPlayer', 'MapKit', 'CoreLocation', 'LocalAuthentication', 'Contacts', 'JavaScriptCore', 'WebKit', 'UIKit', 'FileProvider', 'Intents', 'CoreSpotlight', 'CoreBluetooth', 'ClassKit', 'CloudKit', 'PushKit', 'Network', 'CallKit', 'NetworkExtension', 'PDFKit', 'NaturalLanguage', 'CoreML', 'Combine', 'MetalKit', 'LinkPresentation', 'AVKit', 'ExternalAccessory', 'Vision', 'VideoSubscriberAccount', 'StoreKit', 'CryptoKit', 'Photos', 'Social', 'AssetsLibrary', 'MessageUI', 'VisionKit', 'GSS', 'EventKit', 'SwiftUI', 'DeviceCheck', 'OpenAL', 'GameController', 'ReplayKit', 'HealthKit', 'MetricKit']","['InWebContent', 'CalendarsUsage', 'LocationWhenInUseUsage', 'UserTrackingUsage']",[],TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
